Area,Bedrooms,Bathrooms,Stories,Parking,Age,Distance_City,School_Rating,Crime_Index,Hospital_Distance,Mall_Distance,Public_Transport,Garden,Pool,Garage,Income_Area,Population_Density,Air_Quality,Property_Tax,Price
4130,6,2,2,4,10,1.34,6,8.74,6.84,9.79,9,1,1,0,147079,18171,43.01,8480,4323145
4063,5,5,3,2,30,16.42,2,4.98,7.63,5.57,5,0,0,0,65073,9896,81.0,1136,3396439
4408,3,1,4,2,38,7.32,1,5.93,4.18,17.7,7,1,0,0,113708,13270,127.7,4614,2423533
1148,4,2,3,2,41,22.42,5,4.72,17.14,4.06,5,0,1,1,55669,16621,44.41,1317,1964613
906,5,1,2,0,18,8.44,8,7.54,5.04,3.44,8,0,1,1,60838,16831,149.74,8597,1847242
3205,1,2,1,2,49,12.08,9,5.23,4.25,16.91,7,0,0,0,70436,15014,52.13,1549,1373672
4275,6,1,2,3,24,20.6,5,9.43,3.59,14.7,9,0,1,1,103692,10291,45.83,1853,3151501
1425,2,4,3,0,10,23.93,10,2.08,15.89,0.67,1,1,0,1,121029,3432,52.33,9190,2369926
3272,6,1,1,2,41,5.04,9,8.12,2.95,5.04,9,1,1,0,22798,12878,66.56,3207,2590146
823,4,4,3,4,44,14.96,10,2.68,7.28,14.78,5,0,0,0,78901,10188,126.52,9873,2723517
4219,1,5,4,1,1,18.78,6,7.98,5.16,14.56,9,1,0,1,120366,18570,40.04,5638,3131873
3857,6,3,1,0,33,19.94,1,8.52,3.03,17.53,4,0,1,0,32943,1542,94.23,7366,2600339
4807,5,5,3,0,23,7.01,2,1.12,18.46,13.29,2,1,0,1,93140,14129,126.86,1955,3648361
4833,1,1,3,0,13,28.84,2,1.91,5.0,8.01,4,0,0,1,117793,3957,119.62,6864,2021130
3998,1,2,2,4,25,15.39,3,5.81,12.2,18.7,6,1,1,1,120163,14609,127.4,6299,2236808
4969,2,4,3,2,28,13.7,7,1.0,1.18,6.05,1,0,1,0,59365,7770,47.93,6159,2735790
2760,5,5,2,0,2,14.08,3,2.25,7.66,11.85,4,1,1,0,94774,13600,93.98,4562,3171880
3159,4,2,4,4,6,18.06,5,1.34,16.26,7.94,1,1,1,1,74594,4449,133.07,4714,2953762
3633,1,3,1,2,34,17.16,6,5.52,4.81,1.49,7,1,0,0,76614,9995,122.23,3425,1498645
3253,1,4,1,4,25,8.25,7,5.52,15.59,3.04,3,1,0,1,71815,19221,45.49,9589,2257091
2485,1,3,4,2,43,27.76,2,2.01,8.56,7.62,4,1,1,0,120883,10488,42.0,6729,2325160
1694,4,1,2,1,43,11.53,2,2.01,1.56,19.0,3,1,0,1,110937,4146,59.67,8719,1846520
3218,2,5,2,1,34,15.94,5,5.94,12.65,19.85,1,1,0,1,42324,2469,56.92,5444,1990456
4308,6,1,1,3,42,8.5,6,8.78,0.87,17.41,7,0,1,0,138472,10836,83.01,9709,2961787
2027,2,5,4,4,45,1.13,4,9.3,6.45,10.05,3,0,1,1,66580,10406,50.71,9212,2751117
1007,6,3,4,0,35,28.5,4,2.37,17.99,13.31,2,1,0,1,51504,19272,39.86,6118,2696232
4179,5,2,2,1,37,16.47,4,8.76,6.53,14.25,9,0,1,0,106013,19008,139.22,6201,2422473
4866,6,1,2,2,9,21.95,6,8.92,8.57,8.52,8,1,0,0,33994,4810,44.02,5372,3117570
2391,5,2,2,0,22,2.84,8,2.21,17.0,9.64,6,0,1,1,82108,5006,41.29,4707,2703345
3847,1,3,4,1,47,20.3,4,7.82,1.79,18.58,8,1,1,1,136337,8586,75.58,1685,2573421
3063,4,5,1,4,6,13.82,1,8.9,5.29,10.99,1,1,0,0,58165,14903,71.75,5989,2743023
4279,2,4,3,4,3,20.85,3,5.17,13.1,2.26,9,0,0,0,71520,14051,62.05,1408,2540468
4216,5,2,4,0,16,10.06,3,7.47,2.91,2.73,8,1,0,1,115272,17266,99.57,3619,3361585
3617,1,2,3,4,42,25.95,3,8.82,3.99,14.38,7,1,1,1,57851,6421,35.28,3155,1810163
528,5,3,1,3,31,25.73,9,8.27,12.36,10.12,4,1,1,1,77917,3101,98.16,1107,2398269
4983,3,5,2,0,11,4.87,6,1.33,17.15,13.51,10,1,1,0,26426,4068,74.2,3920,2995809
2829,5,5,2,3,47,17.58,1,1.84,6.34,7.69,7,0,1,0,58382,15927,37.49,5496,3073240
4817,4,5,2,1,39,2.22,10,7.57,12.77,19.75,8,1,1,1,54034,17716,94.77,6797,3320541
4566,5,4,4,1,39,7.37,5,9.81,0.53,0.97,2,0,1,1,25962,11437,65.45,4478,3057027
2148,6,3,3,0,19,9.36,9,3.92,0.62,13.87,6,1,0,0,45430,11330,128.4,8849,3202738
791,6,2,4,1,40,14.09,9,9.06,9.52,16.38,1,1,1,0,47297,19420,109.11,6793,2396170
1723,3,1,3,3,40,16.26,3,6.14,8.1,12.11,5,1,0,1,74246,3344,84.62,4893,1904240
4202,3,2,3,1,7,11.54,1,8.0,18.31,9.15,1,1,0,0,64579,16342,115.22,9579,2192836
3181,2,1,2,1,46,1.58,7,7.42,10.69,0.58,1,0,1,1,136547,2011,33.4,6119,1951797
3057,6,2,3,1,12,8.95,9,3.87,9.1,2.79,3,0,1,0,21999,18837,86.83,4384,3375847
3369,5,3,3,1,45,24.22,10,3.2,1.89,12.46,6,1,0,0,23800,15925,137.43,1826,2439279
3642,1,1,4,3,11,21.29,10,6.67,13.96,9.19,6,1,1,0,113441,17981,30.21,8629,2820464
1579,1,4,1,3,19,20.69,8,5.23,18.98,3.3,10,1,1,1,44032,11324,122.54,6320,1942765
4493,1,1,4,0,22,14.62,3,3.54,7.3,11.71,9,0,1,0,62712,18723,104.43,5949,2082136
4276,4,5,4,1,39,7.69,3,9.77,7.98,7.14,10,1,1,1,91372,8238,42.5,2276,3774791
1436,5,5,4,2,35,3.38,8,2.59,19.14,1.86,2,1,1,1,104540,2514,31.77,3276,3604748
1701,6,2,4,4,18,12.0,10,5.02,4.51,17.61,5,1,1,1,149799,3425,95.75,9362,4172177
1544,3,1,3,4,3,0.52,9,8.39,7.51,17.29,1,0,1,1,101948,10924,112.53,7652,2762415
4065,5,2,2,3,8,6.05,7,8.59,7.53,8.64,5,0,0,0,29403,1014,38.72,8974,2984601
1612,1,2,4,3,50,21.01,7,6.61,9.36,8.77,8,1,1,0,44352,14418,98.59,9161,1475016
4610,3,4,3,0,2,17.26,6,2.02,9.89,13.96,3,1,1,0,88597,3398,51.88,2279,3569179
3059,5,1,3,4,49,0.82,8,5.61,9.65,14.81,7,1,1,1,41955,1657,110.36,5981,3236575
2633,1,4,2,4,3,19.86,5,8.28,12.67,6.09,2,0,0,1,53036,4843,100.05,5509,1897394
616,6,1,2,4,47,4.96,8,4.33,3.92,15.76,4,1,0,0,64937,3265,145.75,3525,2618976
3882,4,2,4,1,13,17.54,6,1.49,5.66,16.48,1,0,1,1,82420,10375,81.91,9724,3138479
3611,6,4,4,2,9,16.15,7,1.11,18.58,9.25,6,0,0,1,145328,14648,99.36,5466,4275841
2714,3,1,3,4,25,14.1,4,7.61,11.98,4.3,6,0,1,0,108185,777,128.12,1195,2376057
1300,5,1,4,2,14,21.89,5,2.74,0.96,2.29,10,0,0,0,31322,4756,68.87,4027,2045795
2009,3,3,4,0,40,13.88,5,7.92,14.0,13.52,6,1,0,0,56344,2544,69.76,6450,1737556
2615,3,2,4,0,31,29.39,4,6.49,3.98,10.1,3,1,0,0,139617,14969,113.0,2692,1921523
1097,1,5,3,3,1,26.95,3,6.88,0.52,1.24,7,1,0,1,138570,13323,94.7,9444,2603408
4416,4,4,1,4,14,0.6,8,2.09,10.94,19.84,6,1,1,0,102873,3470,67.5,6571,3559789
4265,3,2,2,4,2,29.04,4,3.69,8.11,2.58,6,1,0,1,116380,6708,38.19,4163,2615161
2453,4,4,1,4,41,9.58,9,9.68,16.33,19.35,1,0,1,0,64265,1902,72.72,4468,2858328
4254,6,5,2,4,14,27.78,1,7.62,10.03,0.87,10,0,0,0,21882,6144,102.25,6035,2873638
4237,5,2,1,0,7,15.17,10,2.99,16.19,8.81,7,1,0,0,62151,7487,119.35,3841,2804552
1017,1,3,2,3,10,21.04,9,2.49,5.25,11.85,3,0,1,0,22048,16456,30.49,1118,1582254
1230,6,5,3,3,44,24.32,8,7.23,4.52,12.98,9,1,1,0,142957,6219,99.37,1616,3526550
4595,5,1,3,2,26,0.63,4,2.73,19.74,19.55,10,1,0,1,120968,7319,55.94,4173,3215964
1722,6,4,4,1,10,20.27,1,1.49,7.6,4.59,5,1,1,0,33686,2218,140.23,3881,2957836
738,4,5,1,0,15,21.78,10,6.22,8.67,15.07,6,0,0,1,49855,3713,50.83,7759,2189211
3576,2,1,4,4,31,2.1,7,2.3,18.59,9.37,7,1,0,1,114348,6862,102.16,5418,2670026
3251,2,1,1,2,8,3.78,8,5.13,3.84,7.2,5,0,0,0,31334,13990,131.41,9015,1507258
4378,4,3,1,3,47,26.24,4,3.95,11.8,17.89,10,0,0,1,148474,1949,25.21,8711,3109904
775,4,5,4,3,44,24.73,8,5.46,2.12,15.19,7,0,0,1,58769,8333,104.19,2486,2394625
4430,6,3,2,3,36,22.54,1,9.79,9.54,3.2,7,0,1,1,112261,544,131.85,2158,3320565
3227,5,1,3,3,48,8.46,10,5.88,15.99,15.86,2,1,0,1,136389,2189,34.43,6989,3445261
834,3,3,2,4,45,2.48,4,2.25,7.03,11.02,8,0,0,1,66230,9260,85.46,7929,2086316
946,1,3,3,3,31,15.29,2,5.23,10.87,16.59,5,1,1,0,44687,15503,31.35,7400,1462423
2862,1,1,2,2,7,21.06,8,2.35,4.48,19.07,1,1,1,0,82115,11860,74.62,1351,1914814
2048,1,1,2,4,41,10.41,10,4.09,13.1,6.86,10,1,1,1,94350,4823,136.78,6021,1765198
2629,2,4,3,2,49,25.44,3,4.18,9.39,3.74,3,1,0,0,130012,5529,40.96,2915,2034328
3093,5,2,4,2,23,5.94,9,7.36,13.48,19.57,3,1,1,0,89945,10381,35.79,1408,3566482
4591,2,4,3,1,0,29.12,9,9.78,6.96,14.26,8,1,0,1,64392,4180,115.11,1656,2474236
1457,3,1,4,4,14,13.66,2,3.94,12.36,4.31,9,0,1,0,22955,3239,89.99,8298,1701796
4692,4,2,4,2,38,18.35,1,9.18,7.54,3.38,7,1,1,1,21597,9827,64.84,6047,2783207
1217,2,4,4,3,18,5.33,7,7.56,8.58,16.79,10,0,0,0,59745,16052,148.49,9606,2227077
1041,5,4,1,0,26,19.34,5,4.73,11.34,14.35,3,0,0,1,57940,18649,83.78,5947,2197349
4547,5,4,2,0,50,0.57,5,3.7,12.99,12.91,2,1,1,0,84472,8519,23.7,5541,3639453
1046,5,3,4,4,27,26.12,8,9.77,16.46,7.78,10,0,1,0,96238,2417,39.0,8553,2785254
3427,2,1,3,2,26,19.27,6,1.44,6.19,12.96,2,0,0,0,98480,5976,90.68,6180,2031555
2723,6,3,1,4,37,10.87,3,1.12,10.6,7.77,8,1,1,0,33424,7639,40.09,4622,2928617
4806,5,5,1,3,29,27.52,2,8.37,18.51,9.85,5,1,0,1,136618,17641,119.27,6604,3212911
2995,1,1,2,1,44,4.7,4,3.77,4.59,19.63,7,0,0,0,121540,16368,118.45,1696,1344567
1383,1,5,1,3,7,27.3,1,1.6,13.52,15.21,2,0,0,0,107896,12019,23.8,3384,1831349
3349,3,2,2,4,36,2.52,10,7.87,10.81,14.46,5,0,0,0,141140,7512,139.66,8777,2740952
2016,4,1,2,2,24,13.01,9,3.05,2.7,19.7,2,1,0,0,84987,12337,111.62,1665,2077499
3187,4,1,4,2,29,18.21,5,7.18,16.9,4.9,7,1,1,0,132299,2780,136.32,8793,2814527
1968,1,4,1,3,28,15.92,2,2.07,8.2,14.05,2,0,0,1,147822,7023,64.02,7623,1895922
2407,4,4,3,4,37,8.55,7,4.2,13.5,19.03,8,1,0,1,34160,4503,52.59,9147,2902076
1602,1,1,1,0,31,20.5,3,4.44,13.74,3.48,10,0,0,1,123904,15770,46.25,9157,1207618
4635,3,5,3,4,34,1.02,1,9.92,17.66,2.82,8,1,1,1,80248,1679,24.27,5965,3295096
4526,4,2,3,3,31,23.04,10,7.08,13.37,13.86,10,1,1,0,86412,2326,70.88,9105,3193859
3389,3,3,1,0,37,1.83,6,4.14,14.97,1.02,6,1,0,1,65238,12210,73.55,1924,2201955
2528,2,3,1,0,19,3.88,3,1.18,6.86,9.49,7,1,1,0,111220,15891,96.44,6185,2303343
3697,3,5,1,3,6,20.88,4,4.02,10.3,15.42,6,0,1,1,147064,14786,46.23,2234,3628631
2253,3,3,1,2,36,12.36,4,6.62,19.18,14.5,10,0,1,1,28817,19060,124.15,8786,1876434
2218,3,1,3,4,19,13.27,9,3.82,8.58,5.4,9,1,0,0,102292,17415,132.15,9178,2346021
4328,3,5,4,4,46,18.99,9,2.81,9.52,5.19,5,1,1,1,132746,2611,102.41,7757,3917283
2851,6,2,3,4,15,12.47,2,2.35,1.04,16.04,5,1,1,1,75314,1712,46.26,5468,3443040
738,3,3,2,0,46,14.83,1,1.5,17.98,6.62,5,0,1,1,108037,3459,71.6,3302,1808243
1416,5,5,1,4,42,24.95,9,3.27,17.75,5.14,2,1,1,1,125623,8231,141.62,4571,3121541
1375,2,2,3,3,26,8.0,10,1.5,10.9,14.14,2,1,1,1,109487,8572,145.23,3374,2630196
4393,6,3,3,0,41,29.02,10,1.31,14.92,16.08,1,0,1,1,60536,12390,137.41,2999,3589049
2436,4,4,1,3,16,9.38,4,3.68,17.26,3.62,8,1,1,0,55918,3124,127.02,9055,2850300
3882,3,4,1,1,44,8.2,2,4.17,12.24,16.36,6,1,0,0,104066,6520,101.92,3229,2056751
3782,2,3,3,4,5,3.77,4,5.65,19.41,16.7,3,1,1,1,82700,4874,53.89,6367,3032126
2127,1,4,3,1,25,26.35,10,3.02,18.99,18.5,10,0,0,1,45987,9078,111.16,3764,1541463
3785,5,4,3,1,5,28.76,3,9.53,2.79,14.51,7,1,1,0,49423,7156,44.77,5361,3083216
4548,4,2,4,1,38,6.86,5,7.54,4.19,4.02,3,0,1,1,50865,15277,137.95,7056,2990998
1202,1,4,2,2,44,12.23,4,7.42,14.31,14.85,5,0,0,0,26830,11407,141.04,8715,1051577
872,1,3,4,2,25,20.3,3,9.71,11.41,11.82,5,0,1,1,135067,15838,37.15,6198,2235782
4046,2,3,1,2,2,29.37,8,8.85,16.78,15.08,7,1,1,1,87760,10756,76.65,3703,2437180
4524,2,5,4,0,12,4.88,4,2.65,9.67,3.69,8,1,0,1,25346,14967,66.35,8949,3131058
4538,1,2,1,2,5,6.51,5,2.63,3.78,10.42,5,0,0,0,74580,3017,52.0,9161,1819704
3192,1,3,1,3,23,17.91,2,8.53,3.5,2.08,8,1,1,0,63178,1936,105.3,8423,1663818
1559,2,1,3,2,3,22.44,9,9.57,7.94,8.28,3,0,1,0,22688,7323,41.18,7592,1543960
1762,1,3,4,3,47,24.29,5,9.13,12.27,7.5,2,1,0,1,78385,13216,81.94,7931,1475079
3961,3,5,2,3,40,13.07,1,5.62,19.48,13.69,3,1,0,1,81370,14831,30.29,8825,2836569
1717,2,3,2,4,27,9.22,1,5.96,18.39,10.51,9,1,1,0,80903,19127,125.67,6823,1901959
1169,5,1,1,3,11,23.69,7,1.41,8.62,14.24,6,1,1,1,64739,6633,47.44,2281,2488162
1371,4,5,1,0,25,3.94,3,6.9,9.47,8.4,10,1,1,1,110526,13443,124.6,2435,2537020
1606,1,2,1,0,44,29.13,1,2.88,13.15,13.17,7,0,0,1,120888,15685,39.26,7912,667791
1454,2,2,4,3,30,1.08,8,6.27,4.43,11.6,7,0,1,0,33456,14648,147.33,9121,2256036
2882,1,4,4,3,32,17.94,10,9.42,18.15,17.42,4,0,0,1,95550,10849,91.92,5388,2513452
4377,1,4,3,3,44,13.37,3,3.59,4.25,7.21,4,0,1,1,37191,10113,113.99,7395,2422564
3451,4,2,2,2,44,22.6,8,2.16,4.39,12.31,2,1,1,1,50765,7362,92.39,1297,2686648
2636,3,2,2,4,2,24.3,6,4.88,12.54,2.85,4,1,1,1,122876,12140,120.02,5382,2622639
4722,5,1,1,3,29,28.9,2,9.77,15.74,12.39,2,0,0,0,102565,4368,133.21,6925,2006052
2893,6,4,4,0,9,19.59,6,8.37,2.9,4.44,7,0,0,1,64737,9896,85.65,2396,3311216
3550,6,4,3,1,9,22.72,9,4.8,4.95,16.13,7,1,1,1,143697,1475,77.54,1162,4489268
1070,1,3,3,3,49,5.35,1,4.54,1.22,18.49,3,0,1,1,72691,18640,133.56,6139,1687119
564,3,5,2,3,28,19.49,9,6.62,12.55,9.12,6,1,0,1,31046,1711,89.87,7389,2032787
4763,5,3,2,0,32,16.78,9,4.07,12.9,0.96,9,1,0,1,115225,14352,148.3,2809,3031939
3555,3,5,3,0,3,22.82,2,5.04,11.66,0.6,6,0,0,1,59216,9823,106.7,3293,2667618
4757,6,2,1,2,33,17.68,6,5.09,3.36,8.8,7,0,0,0,75690,4761,81.91,8309,2691051
3525,6,5,4,4,35,15.81,7,8.85,11.89,12.91,8,1,1,0,38919,17073,36.53,8499,3730313
4704,5,1,2,3,30,1.46,3,9.5,7.7,19.06,10,1,0,0,68442,19235,57.65,9565,2602162
1464,3,3,3,2,18,14.83,3,2.28,12.0,1.45,5,1,0,0,127364,16516,20.27,9970,2623101
1053,1,4,4,4,19,17.19,6,8.03,9.77,14.54,10,0,0,1,119834,15243,106.74,3440,2290582
1231,5,5,4,3,14,27.06,6,5.87,19.18,17.86,5,0,0,0,94972,10620,92.94,3028,3378866
1197,2,5,1,4,33,6.09,8,5.52,0.86,13.34,9,0,0,1,123121,7243,51.89,8278,2378042
4870,5,3,4,4,2,15.0,1,4.06,4.02,0.97,9,1,1,1,31930,4256,147.37,9876,3505637
2837,2,2,3,0,9,9.55,7,7.11,1.65,19.24,3,0,0,1,71110,3735,61.61,7763,2124605
2612,4,1,1,1,15,22.69,10,3.13,10.42,10.34,2,1,0,1,80925,18624,72.92,8932,2002459
3838,6,2,1,2,35,28.92,2,3.22,11.32,15.81,5,1,1,0,130923,16898,46.45,3332,3151947
4927,2,2,4,4,28,1.73,8,9.65,12.6,13.23,3,0,0,1,55822,8721,129.13,7228,2691468
2242,5,5,3,0,10,22.31,10,1.63,2.25,14.12,3,1,1,0,100012,17041,144.46,6215,3628388
2641,6,4,3,1,42,29.5,6,2.9,19.2,6.9,3,0,1,0,138154,813,107.45,7769,3626773
4505,4,5,1,0,34,1.41,8,7.05,7.38,16.35,10,1,1,0,129988,776,36.22,7069,3455519
4141,1,2,1,2,43,27.68,6,2.72,16.42,12.69,4,0,1,1,24822,9699,84.07,4425,1113991
2106,6,4,1,2,36,15.26,3,5.97,13.37,11.53,10,0,0,0,117776,2631,36.57,4734,3130528
2747,2,1,3,4,29,0.56,7,6.77,18.89,1.51,6,1,1,1,35953,17483,80.66,6922,2418375
856,6,2,1,2,26,16.21,6,1.05,4.29,2.1,10,0,0,1,145537,2939,139.21,4225,2645997
3197,3,1,1,0,30,13.24,1,6.33,12.71,7.02,5,0,0,1,51242,11667,128.23,6465,1501883
2439,1,5,4,0,40,13.67,2,1.77,1.68,1.15,6,0,0,0,140470,14980,27.12,8075,2194130
1334,6,1,1,2,24,12.35,10,7.77,5.05,12.19,10,0,1,1,80844,14528,134.39,2659,2614322
712,4,5,3,4,12,3.69,1,6.36,1.82,15.89,4,0,1,1,75182,16274,114.2,8284,2909589
2491,2,1,1,1,19,17.74,9,9.64,15.21,6.57,9,0,0,1,60458,11736,57.84,1132,1585566
1684,1,2,1,3,22,6.26,4,6.76,4.42,1.83,4,1,1,1,131674,19453,93.59,6499,1941216
3929,3,2,1,3,50,27.36,8,2.97,0.57,4.85,4,1,0,0,83012,11363,124.95,7158,1999861
3779,2,1,3,0,4,11.06,9,2.04,6.17,4.29,10,1,0,0,46099,6982,56.93,4587,2137303
1927,3,5,2,1,12,1.13,5,9.2,0.91,13.71,7,0,1,0,59986,15448,51.22,7100,2481484
4816,5,4,1,0,9,26.54,3,8.15,4.24,7.87,6,1,1,0,140719,2013,119.2,4098,3525970
2909,2,3,2,0,40,23.97,3,8.66,19.38,17.77,4,0,1,0,41945,17166,70.46,9342,1435754
4584,5,4,2,2,45,11.53,8,7.44,10.15,5.73,7,0,0,0,137294,7151,78.77,4840,3531262
2290,3,4,4,4,10,28.1,6,3.29,2.15,15.16,5,1,1,0,96541,1848,80.48,6511,3314368
4195,4,4,4,2,31,9.85,7,1.22,9.11,5.68,2,1,0,1,130441,16941,86.66,2280,3829791
2365,1,1,1,2,2,16.61,6,2.77,6.92,6.4,5,0,0,1,21118,10313,56.64,6679,1338762
3823,5,1,4,4,48,28.57,7,3.05,14.61,4.59,4,1,1,1,123797,3313,60.7,4077,3552319
3921,2,4,4,4,1,11.55,10,8.86,6.46,14.89,8,1,1,0,74938,14449,109.15,7608,3556719
2954,3,5,1,4,50,1.45,3,2.38,19.08,6.94,10,1,1,0,144347,13300,28.28,7331,3094320
4389,1,3,4,2,5,5.56,9,2.6,16.62,12.27,1,0,0,0,139451,13144,56.9,4818,3054387
4795,1,4,1,2,33,0.83,6,8.74,8.51,3.56,2,0,1,1,117405,2753,70.57,4382,2454852
2184,3,4,4,1,38,17.47,5,6.29,10.3,13.85,5,0,0,0,78422,2596,127.2,5044,2480047
3194,5,4,4,3,36,1.65,2,3.59,17.68,9.4,5,1,0,1,52654,6384,137.0,8079,3454820
3651,6,2,1,3,44,28.4,4,8.97,3.58,17.71,9,1,0,0,139109,16670,73.47,2986,2903389
1126,1,5,3,3,28,5.36,4,5.55,9.51,1.93,8,1,1,1,132167,6870,71.57,1175,2644535
1439,6,2,3,3,31,14.11,2,5.94,5.22,19.03,3,1,1,0,42359,1091,98.91,3903,2650262
1517,5,4,2,0,42,23.03,5,2.38,7.48,4.73,1,0,1,0,129641,17633,103.33,2684,2846752
3025,4,1,1,0,49,11.63,4,9.36,7.81,5.15,2,0,1,0,149668,977,63.83,4148,1830886
2306,1,2,2,0,26,15.62,6,3.9,12.72,12.68,9,1,1,0,50462,7505,33.77,6298,1378764
622,4,3,1,3,13,14.03,2,6.92,5.93,12.67,1,0,0,1,59522,16870,147.8,2668,2083440
1904,3,1,3,3,43,27.77,3,3.99,12.89,17.74,6,1,0,1,22313,19670,78.36,9372,1422018
4624,5,1,2,0,39,22.89,2,3.78,14.89,15.27,10,0,0,0,69089,16842,58.56,3484,2258409
2174,6,1,2,4,28,22.31,6,2.21,6.69,15.85,1,1,1,0,50016,11355,64.55,4372,3066637
942,6,2,2,4,24,15.88,3,4.98,0.62,17.46,2,0,0,0,142981,7191,36.32,3845,3194390
2174,2,5,1,3,46,14.28,3,7.5,5.28,3.94,4,1,1,1,146841,7099,55.34,8883,2391672
3445,4,4,2,3,28,12.97,10,7.61,15.33,16.48,8,0,1,1,131941,3227,118.65,5918,3668537
1751,5,2,3,3,29,9.52,5,4.38,12.32,1.9,3,1,0,0,140079,6713,20.54,9203,3166932
4525,4,4,4,2,24,14.94,10,1.64,17.76,19.85,2,1,0,0,120001,14796,144.42,6711,3926936
4502,6,3,1,3,27,22.2,4,5.3,18.47,7.55,1,0,1,1,143766,5328,53.06,3644,3345760
1456,1,4,4,4,5,15.8,4,8.88,3.73,8.82,5,1,1,1,118626,3412,34.21,6642,2593927
2703,6,2,4,2,0,29.62,8,1.01,1.86,14.08,9,1,1,1,42365,6280,68.7,3200,3447946
4485,2,5,1,3,36,24.52,3,2.81,15.12,16.28,4,1,1,1,102160,4078,132.89,3721,2506263
2901,1,4,1,2,4,10.59,10,3.11,9.96,15.33,1,0,1,0,107205,19585,122.6,1685,2237629
2229,5,1,4,4,33,29.61,5,9.39,9.73,7.07,7,1,1,1,61317,8351,142.33,7528,2624416
968,3,3,1,0,29,26.18,7,7.53,17.82,3.21,10,0,1,0,68290,15308,100.39,8785,1672859
3884,6,2,1,2,1,19.2,1,9.73,14.85,13.72,4,1,1,0,65656,14521,142.08,8800,2506107
3652,3,5,2,1,33,26.35,9,1.29,10.21,2.2,9,1,0,1,145180,4290,82.68,9858,3184906
2493,2,2,1,0,27,29.8,1,2.44,18.61,18.1,5,0,1,1,144715,4533,106.51,9757,1865506
1240,6,3,2,4,49,27.75,2,6.8,7.85,14.49,7,1,0,0,53959,4290,57.83,2824,2120426
3287,6,5,2,0,36,11.35,6,9.59,11.75,0.53,1,0,1,1,61896,12461,123.68,3069,3465989
2319,1,4,1,4,29,9.82,5,8.53,10.25,9.39,10,1,0,0,98496,10990,60.16,3022,1918407
4418,6,2,4,2,45,29.01,1,9.83,7.0,16.64,4,0,0,0,132299,16474,114.56,5900,2818781
676,5,4,3,3,43,14.47,6,7.82,8.13,10.79,5,1,0,1,32755,4789,62.04,1886,2581397
4248,6,2,2,3,44,14.73,3,2.89,16.18,4.32,1,1,0,0,69355,14495,108.33,3756,2675602
1286,3,4,2,0,7,29.42,6,6.34,19.41,12.73,7,0,0,0,51569,13497,83.52,3826,1778382
1234,4,4,3,3,23,0.84,2,1.74,10.04,13.54,9,0,0,1,55877,3598,123.26,3967,2755718
4466,6,4,3,4,8,3.43,2,7.42,17.31,10.98,7,0,1,1,28379,17503,128.83,9830,3546294
2199,6,1,2,4,44,5.81,9,5.03,6.63,1.26,10,0,0,0,93727,8913,130.69,1573,2555392
1521,5,3,3,4,10,12.98,1,3.24,1.4,18.94,5,1,0,1,111108,10754,87.95,6769,3451787
4682,2,1,1,1,2,6.05,5,8.7,4.7,3.12,9,0,1,1,36841,14328,29.67,5177,1994717
3627,6,2,4,3,5,28.37,7,9.46,3.29,4.47,5,0,1,0,75009,5529,61.13,8104,3517870
712,5,2,1,2,7,16.18,9,4.66,6.92,2.23,6,1,0,0,55867,823,32.73,4640,2417883
1360,1,2,3,4,31,3.32,6,7.3,17.38,11.26,10,0,0,0,61680,13265,43.49,9711,1823712
3798,4,5,2,2,0,20.76,3,6.92,3.28,11.57,5,0,1,0,108895,14205,111.88,3999,3407499
3399,4,5,3,2,27,15.86,4,3.75,17.23,18.98,7,1,0,0,30052,8365,142.83,3705,2500094
1192,6,3,4,0,27,20.47,3,5.32,10.54,19.96,9,0,1,0,100777,6731,138.42,1119,2949467
4877,6,3,2,4,43,18.47,10,5.04,3.79,18.64,9,0,0,0,68110,4868,86.78,1834,3598691
4559,4,2,3,0,21,27.46,4,8.49,17.09,17.23,5,1,1,1,54701,7481,20.29,7449,2544994
2997,6,5,1,3,39,25.53,1,4.2,12.5,6.91,6,0,0,1,136679,6600,72.27,1145,3102893
4029,4,2,1,4,32,27.01,7,2.11,10.0,3.53,5,0,1,1,69061,10306,67.38,3984,2980566
2707,1,4,4,1,8,10.94,7,1.05,17.73,14.33,2,0,1,0,37521,13428,74.74,6426,2098522
1813,6,2,4,2,7,12.92,9,5.46,13.79,2.98,7,1,0,0,145524,4034,123.05,3066,3375664
3319,5,1,2,0,43,24.98,7,9.79,14.88,8.97,5,1,1,0,119732,14555,52.21,3498,2674976
2030,2,3,1,2,44,7.8,7,2.79,14.28,16.29,9,0,0,0,50065,4447,37.2,1628,1620425
2074,2,4,1,4,12,3.18,1,4.42,10.74,14.15,4,0,1,1,82809,2510,86.28,1846,2398524
1401,3,3,3,2,45,12.83,6,9.06,4.04,0.51,6,0,1,1,56721,3801,76.02,5133,2315907
3478,3,3,1,0,42,0.9,9,7.93,3.04,7.53,6,1,0,1,47529,19647,69.93,2742,2057676
1485,1,5,2,1,45,13.65,2,1.67,11.16,7.19,8,0,0,0,36755,6781,74.37,5137,1652382
3345,3,4,1,3,4,14.74,9,9.38,10.33,0.93,10,1,0,1,25956,19052,27.9,4116,2708863
4555,6,5,1,1,28,22.65,7,6.06,8.11,12.34,4,0,0,0,94959,7637,96.97,1145,3606837
